,X1,sex,cause_r,educ_r,age_r,location_r,random_number
1590,16605,Men,Firearm,High School or more,20-29,Other,1590
1591,8263,Men,Knife,High School or more,20-29,Other,1591
1592,31785,Men,Firearm,Primary or less,30-44,Other,1592
1593,29656,Men,Firearm,High School or more,45-69,Other,1593
1594,31274,Men,Non-specified means,Primary or less,69 +,Other,1594
1595,3149,Men,Knife,Middle school,30-44,Other,1595
1596,17714,Men,Firearm,High School or more,30-44,Other,1596
1597,30278,Men,Firearm,Middle school,30-44,Street,1597
1598,14034,Women,Non-specified means,Primary or less,69 +,Other,1598
1599,5860,Men,Firearm,High School or more,20-29,Street,1599
1600,17630,Men,Firearm,High School or more,30-44,Street,1600
1601,5301,Men,Firearm,High School or more,0-19,Other,1601
1602,19256,Women,Firearm,High School or more,0-19,Street,1602
1603,28007,Men,Firearm,Primary or less,69 +,Street,1603
1604,69,Men,Knife,Middle school,20-29,Street,1604
1605,28601,Men,Firearm,High School or more,20-29,Home,1605
1606,4982,Men,Firearm,Primary or less,0-19,Home,1606
1607,21562,Men,Firearm,High School or more,30-44,Street,1607
1608,30964,Men,Firearm,Middle school,0-19,Home,1608
1609,28291,Men,Firearm,Middle school,30-44,Street,1609
1610,6864,Men,Firearm,Primary or less,20-29,Street,1610
1611,31576,Men,Firearm,Primary or less,45-69,Street,1611
1612,14552,Men,Knife,Middle school,20-29,Street,1612
1613,15789,Men,Firearm,High School or more,20-29,Street,1613
1614,9008,Men,Firearm,Middle school,20-29,Street,1614
1615,3689,Men,Firearm,High School or more,30-44,Street,1615
1616,17726,Men,Firearm,High School or more,20-29,Street,1616
1617,16425,Men,Firearm,Middle school,30-44,Street,1617
1618,24666,Men,Firearm,Primary or less,30-44,Street,1618
1619,24495,Men,Other,High School or more,45-69,Other,1619
1620,29441,Men,Firearm,Primary or less,0-19,Street,1620
1621,21695,Men,Firearm,High School or more,45-69,Street,1621
1622,17961,Men,Knife,High School or more,0-19,Home,1622
1623,2343,Men,Firearm,Primary or less,69 +,Street,1623
1624,4550,Men,Firearm,High School or more,45-69,Other,1624
1625,15321,Men,Firearm,High School or more,20-29,Street,1625
1626,29281,Men,Firearm,Middle school,45-69,Street,1626
1627,133,Men,Firearm,Middle school,20-29,Street,1627
1628,5515,Men,Firearm,Primary or less,30-44,Street,1628
1629,2024,Men,Firearm,Middle school,20-29,Street,1629
1630,5207,Women,Knife,High School or more,20-29,Home,1630
1631,25878,Men,Firearm,High School or more,20-29,Street,1631
1632,2016,Men,Asphyxiation,Primary or less,30-44,Street,1632
1633,22709,Women,Non-specified means,Primary or less,69 +,Other,1633
1634,23732,Men,Firearm,Middle school,20-29,Other,1634
1635,23913,Men,Firearm,Middle school,45-69,Home,1635
1636,31085,Men,Non-specified means,High School or more,20-29,Street,1636
1637,8131,Men,Firearm,Primary or less,45-69,Street,1637
1638,21658,Men,Firearm,Middle school,0-19,Street,1638
1639,27153,Men,Knife,High School or more,30-44,Home,1639
1640,11253,Men,Asphyxiation,Primary or less,69 +,Home,1640
1641,26869,Men,Knife,High School or more,30-44,Street,1641
1642,8226,Men,Firearm,Middle school,0-19,Street,1642
1643,30873,Men,Firearm,High School or more,30-44,Street,1643
1644,14871,Men,Firearm,Primary or less,45-69,Street,1644
1645,22048,Men,Firearm,High School or more,20-29,Street,1645
1646,15306,Men,Knife,Primary or less,69 +,Street,1646
1647,28148,Men,Asphyxiation,High School or more,30-44,Other,1647
1648,14554,Men,Non-specified means,Middle school,0-19,Home,1648
1649,3617,Men,Firearm,Primary or less,20-29,Street,1649
1650,9222,Men,Firearm,High School or more,20-29,Home,1650
1651,19118,Men,Firearm,Middle school,30-44,Street,1651
1652,4249,Women,Non-specified means,Middle school,45-69,Street,1652
1653,20244,Men,Firearm,Middle school,45-69,Street,1653
1654,9058,Men,Firearm,High School or more,20-29,Street,1654
1655,6089,Men,Knife,High School or more,30-44,Street,1655
1656,955,Men,Firearm,Middle school,20-29,Other,1656
1657,6408,Men,Firearm,Middle school,45-69,Street,1657
1658,16477,Women,Asphyxiation,Primary or less,0-19,Other,1658
1659,9124,Men,Firearm,High School or more,20-29,Street,1659
1660,18633,Men,Asphyxiation,High School or more,20-29,Other,1660
1661,28732,Men,Non-specified means,Middle school,69 +,Other,1661
1662,30220,Women,Asphyxiation,High School or more,20-29,Street,1662
1663,23897,Men,Knife,Middle school,20-29,Street,1663
1664,9551,Men,Firearm,Middle school,30-44,Street,1664
1665,15145,Women,Asphyxiation,Middle school,45-69,Home,1665
1666,13556,Men,Firearm,High School or more,30-44,Street,1666
1667,10629,Men,Asphyxiation,Middle school,30-44,Street,1667
1668,1143,Men,Other,Middle school,20-29,Other,1668
1669,1555,Men,Firearm,Primary or less,30-44,Street,1669
1670,14254,Men,Firearm,High School or more,0-19,Street,1670
1671,14852,Men,Firearm,Middle school,20-29,Other,1671
1672,3690,Men,Firearm,Primary or less,20-29,Street,1672
1673,9412,Men,Firearm,High School or more,45-69,Street,1673
1674,15677,Women,Firearm,High School or more,30-44,Street,1674
1675,2246,Men,Firearm,High School or more,45-69,Street,1675
1676,13296,Men,Firearm,High School or more,20-29,Street,1676
1677,3501,Women,Firearm,Middle school,20-29,Street,1677
1678,16182,Men,Firearm,High School or more,20-29,Other,1678
1679,544,Men,Firearm,Primary or less,30-44,Home,1679
1680,4846,Men,Firearm,High School or more,20-29,Street,1680
1681,16660,Men,Firearm,High School or more,30-44,Street,1681
1682,20395,Women,Asphyxiation,High School or more,20-29,Street,1682
1683,4296,Men,Firearm,High School or more,30-44,Street,1683
1684,5325,Women,Non-specified means,High School or more,45-69,Home,1684
1685,8968,Men,Firearm,High School or more,30-44,Street,1685
1686,23765,Men,Firearm,Middle school,20-29,Street,1686
1687,21038,Men,Firearm,High School or more,30-44,Street,1687
1688,6640,Men,Knife,Primary or less,69 +,Other,1688
1689,3126,Men,Knife,Middle school,45-69,Home,1689
1690,2391,Men,Firearm,Middle school,30-44,Street,1690
1691,19479,Men,Firearm,Middle school,20-29,Street,1691
1692,30643,Men,Knife,Primary or less,69 +,Home,1692
1693,28850,Men,Firearm,High School or more,20-29,Home,1693
1694,23965,Men,Asphyxiation,Primary or less,69 +,Other,1694
1695,24621,Men,Firearm,High School or more,45-69,Street,1695
1696,3764,Men,Firearm,Middle school,30-44,Home,1696
1697,12522,Men,Firearm,Primary or less,0-19,Street,1697
1698,21472,Men,Non-specified means,High School or more,30-44,Home,1698
1699,10394,Men,Knife,Middle school,30-44,Street,1699
1700,20948,Men,Firearm,High School or more,20-29,Other,1700
1701,2267,Men,Firearm,High School or more,45-69,Street,1701
1702,28594,Men,Other,High School or more,30-44,Street,1702
1703,26613,Men,Firearm,Primary or less,20-29,Other,1703
1704,13114,Men,Firearm,High School or more,30-44,Street,1704
1705,8050,Men,Firearm,Primary or less,45-69,Other,1705
1706,22977,Women,Knife,High School or more,30-44,Home,1706
1707,27935,Men,Firearm,High School or more,30-44,Street,1707
1708,14726,Men,Firearm,High School or more,30-44,Street,1708
1709,9401,Men,Firearm,High School or more,45-69,Street,1709
1710,7149,Men,Firearm,Middle school,30-44,Street,1710
1711,11547,Men,Firearm,Primary or less,20-29,Street,1711
1712,390,Men,Firearm,High School or more,30-44,Other,1712
1713,7012,Men,Firearm,High School or more,0-19,Home,1713
1714,5693,Men,Asphyxiation,Middle school,20-29,Street,1714
1715,14547,Men,Firearm,Middle school,30-44,Other,1715
1716,16367,Men,Firearm,Primary or less,30-44,Street,1716
1717,8790,Men,Firearm,High School or more,45-69,Street,1717
1718,23757,Men,Firearm,Middle school,30-44,Street,1718
1719,19485,Men,Firearm,High School or more,30-44,Street,1719
1720,7637,Men,Firearm,High School or more,30-44,Street,1720
1721,6971,Men,Firearm,Primary or less,30-44,Street,1721
1722,8030,Women,Asphyxiation,Middle school,0-19,Home,1722
1723,18142,Men,Firearm,Primary or less,45-69,Street,1723
1724,22708,Men,Firearm,Primary or less,30-44,Street,1724
1725,28211,Men,Non-specified means,High School or more,30-44,Street,1725
1726,12188,Men,Firearm,Middle school,45-69,Street,1726
1727,24745,Men,Firearm,Middle school,30-44,Street,1727
1728,30765,Men,Firearm,High School or more,20-29,Street,1728
1729,24180,Men,Knife,High School or more,45-69,Other,1729
1730,24633,Men,Firearm,Middle school,20-29,Other,1730
1731,12495,Men,Knife,High School or more,0-19,Street,1731
1732,8328,Men,Firearm,High School or more,20-29,Street,1732
1733,30856,Men,Firearm,Middle school,45-69,Other,1733
1734,6185,Men,Firearm,High School or more,20-29,Street,1734
1735,26279,Men,Firearm,Middle school,30-44,Street,1735
1736,28723,Men,Firearm,High School or more,30-44,Street,1736
1737,28954,Men,Firearm,High School or more,0-19,Home,1737
1738,29437,Men,Firearm,Primary or less,20-29,Street,1738
1739,12177,Men,Firearm,Primary or less,69 +,Other,1739
1740,25945,Women,Firearm,High School or more,45-69,Home,1740
1741,14658,Men,Firearm,High School or more,20-29,Street,1741
1742,19641,Men,Asphyxiation,High School or more,0-19,Street,1742
1743,13682,Men,Knife,High School or more,45-69,Home,1743
1744,8173,Men,Firearm,High School or more,20-29,Street,1744
1745,1284,Men,Firearm,Primary or less,30-44,Other,1745
1746,27268,Women,Firearm,High School or more,20-29,Street,1746
1747,13117,Men,Firearm,High School or more,30-44,Street,1747
1748,24784,Men,Firearm,Middle school,30-44,Street,1748
1749,12552,Men,Non-specified means,Middle school,30-44,Other,1749
1750,1141,Men,Firearm,Middle school,20-29,Home,1750
1751,4243,Men,Firearm,Primary or less,45-69,Street,1751
1752,4200,Men,Firearm,Primary or less,69 +,Other,1752
1753,3364,Men,Firearm,High School or more,30-44,Street,1753
1754,23447,Women,Firearm,Middle school,45-69,Street,1754
1755,3495,Men,Firearm,High School or more,30-44,Street,1755
1756,11996,Men,Firearm,Middle school,45-69,Other,1756
1757,13469,Women,Non-specified means,Middle school,45-69,Street,1757
1758,11656,Men,Firearm,High School or more,20-29,Street,1758
1759,26396,Men,Firearm,High School or more,30-44,Street,1759
1760,20885,Men,Firearm,High School or more,20-29,Other,1760
1761,28161,Men,Firearm,High School or more,20-29,Street,1761
1762,9179,Men,Firearm,High School or more,20-29,Street,1762
1763,23435,Men,Other,Middle school,20-29,Street,1763
1764,17897,Men,Firearm,Middle school,30-44,Street,1764
1765,10343,Men,Firearm,Middle school,30-44,Other,1765
1766,3087,Men,Non-specified means,Middle school,45-69,Other,1766
1767,29262,Men,Firearm,High School or more,30-44,Other,1767
1768,14769,Men,Knife,Primary or less,69 +,Street,1768
1769,30703,Women,Knife,High School or more,30-44,Street,1769
1770,24972,Men,Firearm,High School or more,30-44,Street,1770
1771,7459,Women,Non-specified means,Primary or less,45-69,Other,1771
1772,14334,Men,Non-specified means,Middle school,30-44,Other,1772
1773,5119,Women,Non-specified means,High School or more,30-44,Street,1773
1774,2957,Men,Other,High School or more,30-44,Street,1774
1775,9964,Men,Firearm,High School or more,30-44,Other,1775
1776,1438,Men,Firearm,Middle school,20-29,Street,1776
1777,19242,Men,Non-specified means,High School or more,0-19,Other,1777
1778,4771,Men,Knife,Middle school,20-29,Street,1778
1779,883,Men,Firearm,High School or more,30-44,Other,1779
1780,13613,Men,Firearm,Primary or less,45-69,Street,1780
1781,25580,Men,Firearm,High School or more,0-19,Street,1781
1782,5264,Men,Firearm,High School or more,30-44,Street,1782
1783,7847,Men,Non-specified means,Primary or less,30-44,Home,1783
1784,14438,Women,Firearm,High School or more,30-44,Other,1784
1785,21425,Men,Firearm,High School or more,30-44,Street,1785
1786,15545,Men,Knife,High School or more,30-44,Other,1786
1787,4907,Men,Firearm,Primary or less,30-44,Street,1787
1788,20995,Men,Non-specified means,Middle school,20-29,Street,1788
1789,9652,Men,Firearm,High School or more,20-29,Street,1789
1790,22769,Men,Firearm,High School or more,30-44,Other,1790
1791,14307,Men,Firearm,Middle school,20-29,Street,1791
1792,23872,Men,Firearm,High School or more,30-44,Home,1792
1793,3073,Men,Asphyxiation,Primary or less,20-29,Other,1793
1794,16461,Men,Firearm,High School or more,30-44,Street,1794
1795,23967,Men,Knife,Middle school,30-44,Street,1795
1796,20423,Men,Firearm,Middle school,0-19,Home,1796
1797,6203,Women,Asphyxiation,Middle school,0-19,Street,1797
1798,3530,Men,Firearm,High School or more,30-44,Other,1798
1799,1662,Men,Firearm,Primary or less,30-44,Street,1799
1800,7852,Men,Firearm,Middle school,45-69,Street,1800
1801,8522,Women,Non-specified means,High School or more,0-19,Street,1801
1802,15846,Men,Firearm,High School or more,30-44,Street,1802
1803,23066,Men,Knife,Primary or less,30-44,Home,1803
1804,17273,Men,Firearm,High School or more,30-44,Street,1804
1805,4833,Men,Firearm,High School or more,20-29,Street,1805
1806,11863,Men,Non-specified means,High School or more,20-29,Street,1806
1807,14991,Women,Knife,Middle school,20-29,Other,1807
1808,5396,Men,Firearm,High School or more,45-69,Street,1808
1809,11126,Men,Firearm,Primary or less,69 +,Street,1809
1810,30395,Men,Firearm,Primary or less,45-69,Home,1810
1811,23143,Men,Knife,Middle school,30-44,Other,1811
1812,22224,Women,Firearm,Middle school,69 +,Other,1812
1813,22184,Men,Firearm,Middle school,20-29,Other,1813
1814,9608,Men,Firearm,Middle school,30-44,Other,1814
1815,1495,Men,Firearm,Primary or less,45-69,Street,1815
1816,4949,Men,Non-specified means,Primary or less,30-44,Other,1816
1817,3340,Women,Non-specified means,Middle school,45-69,Street,1817
1818,12974,Men,Firearm,Middle school,45-69,Other,1818
1819,12464,Men,Firearm,Primary or less,45-69,Street,1819
1820,11112,Women,Other,Primary or less,69 +,Other,1820
1821,17853,Men,Firearm,High School or more,0-19,Street,1821
1822,19422,Men,Firearm,High School or more,30-44,Other,1822
1823,1460,Men,Firearm,Middle school,30-44,Home,1823
1824,8603,Men,Firearm,Middle school,30-44,Street,1824
1825,16073,Women,Non-specified means,Primary or less,0-19,Street,1825
1826,9141,Men,Firearm,Middle school,20-29,Home,1826
1827,17617,Men,Firearm,High School or more,30-44,Street,1827
1828,14646,Men,Non-specified means,High School or more,20-29,Street,1828
1829,27124,Men,Knife,Primary or less,30-44,Other,1829
1830,3323,Women,Asphyxiation,High School or more,20-29,Street,1830
1831,15481,Men,Firearm,High School or more,45-69,Street,1831
1832,10396,Men,Firearm,Middle school,30-44,Street,1832
1833,31172,Men,Knife,Middle school,45-69,Other,1833
1834,22220,Men,Firearm,High School or more,20-29,Street,1834
1835,30361,Men,Firearm,Middle school,45-69,Street,1835
1836,15908,Men,Firearm,Middle school,30-44,Street,1836
1837,7319,Men,Other,Middle school,30-44,Street,1837
1838,3243,Men,Non-specified means,Middle school,30-44,Other,1838
1839,28315,Men,Other,High School or more,30-44,Home,1839
1840,7664,Men,Firearm,High School or more,30-44,Home,1840
1841,19098,Men,Firearm,Primary or less,30-44,Home,1841
1842,602,Men,Asphyxiation,Middle school,45-69,Other,1842
1843,2882,Men,Firearm,High School or more,20-29,Home,1843
1844,4514,Men,Firearm,Middle school,20-29,Street,1844
1845,17814,Men,Firearm,Middle school,30-44,Street,1845
1846,2893,Men,Knife,High School or more,30-44,Home,1846
1847,19875,Men,Firearm,Primary or less,0-19,Other,1847
1848,24882,Men,Firearm,High School or more,45-69,Street,1848
1849,13089,Men,Firearm,High School or more,20-29,Other,1849
1850,20221,Women,Firearm,Primary or less,45-69,Street,1850
1851,30843,Men,Other,High School or more,30-44,Street,1851
1852,6639,Men,Non-specified means,Primary or less,20-29,Other,1852
1853,178,Men,Knife,Primary or less,45-69,Other,1853
1854,24683,Men,Firearm,High School or more,20-29,Other,1854
1855,14377,Women,Asphyxiation,High School or more,45-69,Other,1855
1856,7975,Men,Asphyxiation,Primary or less,20-29,Other,1856
1857,5937,Men,Asphyxiation,Middle school,30-44,Other,1857
1858,13044,Men,Firearm,High School or more,20-29,Other,1858
1859,1065,Men,Firearm,High School or more,30-44,Street,1859
1860,964,Men,Knife,High School or more,20-29,Street,1860
1861,2514,Men,Knife,High School or more,45-69,Home,1861
1862,5319,Women,Firearm,High School or more,45-69,Street,1862
1863,838,Men,Firearm,Middle school,20-29,Street,1863
1864,943,Men,Firearm,Middle school,20-29,Street,1864
1865,25260,Men,Firearm,Middle school,30-44,Street,1865
1866,15603,Men,Firearm,High School or more,69 +,Other,1866
1867,19401,Men,Firearm,Middle school,20-29,Street,1867
1868,20108,Men,Firearm,Middle school,30-44,Street,1868
1869,30821,Women,Other,Primary or less,69 +,Home,1869
1870,3474,Men,Firearm,Primary or less,69 +,Other,1870
1871,21929,Men,Firearm,High School or more,30-44,Street,1871
1872,7045,Men,Non-specified means,Middle school,45-69,Street,1872
1873,30445,Men,Firearm,Primary or less,30-44,Street,1873
1874,22879,Men,Firearm,High School or more,20-29,Street,1874
1875,10233,Men,Firearm,High School or more,45-69,Street,1875
1876,12282,Men,Firearm,High School or more,20-29,Street,1876
1877,21580,Men,Firearm,High School or more,30-44,Street,1877
1878,14361,Men,Firearm,High School or more,20-29,Other,1878
1879,14368,Men,Other,High School or more,0-19,Other,1879
1880,11170,Men,Knife,Primary or less,69 +,Street,1880
1881,28433,Women,Non-specified means,Primary or less,0-19,Other,1881
1882,29878,Men,Firearm,High School or more,20-29,Street,1882
1883,13384,Men,Firearm,High School or more,20-29,Street,1883
1884,29945,Men,Firearm,Middle school,45-69,Home,1884
1885,4903,Men,Firearm,Primary or less,0-19,Street,1885
1886,11049,Women,Non-specified means,Middle school,20-29,Street,1886
1887,5465,Men,Firearm,Primary or less,45-69,Street,1887
1888,8586,Men,Firearm,Middle school,30-44,Street,1888
1889,9793,Men,Firearm,Middle school,30-44,Street,1889
1890,17250,Men,Firearm,Middle school,0-19,Street,1890
1891,9264,Men,Firearm,High School or more,30-44,Street,1891
1892,2418,Men,Other,High School or more,69 +,Street,1892
1893,1112,Men,Firearm,High School or more,20-29,Street,1893
1894,14327,Women,Firearm,Primary or less,20-29,Street,1894
1895,21475,Men,Firearm,High School or more,30-44,Street,1895
1896,13545,Men,Knife,Middle school,45-69,Street,1896
1897,346,Men,Firearm,Middle school,45-69,Street,1897
1898,6404,Men,Firearm,High School or more,30-44,Other,1898
1899,12513,Men,Firearm,Middle school,30-44,Street,1899
1900,28304,Men,Firearm,High School or more,30-44,Other,1900
1901,27354,Men,Firearm,High School or more,20-29,Other,1901
1902,252,Men,Firearm,Primary or less,30-44,Other,1902
1903,11774,Men,Non-specified means,Primary or less,0-19,Other,1903
1904,31328,Men,Knife,Primary or less,69 +,Street,1904
1905,12173,Men,Asphyxiation,High School or more,20-29,Street,1905
1906,8168,Men,Firearm,High School or more,0-19,Street,1906
1907,8147,Men,Firearm,High School or more,30-44,Street,1907
1908,23238,Men,Firearm,High School or more,20-29,Street,1908
1909,784,Men,Asphyxiation,Middle school,45-69,Street,1909
1910,5517,Men,Knife,Middle school,45-69,Street,1910
1911,15546,Men,Knife,High School or more,30-44,Home,1911
1912,3308,Men,Knife,Middle school,20-29,Home,1912
1913,11729,Men,Firearm,Middle school,45-69,Street,1913
1914,969,Men,Asphyxiation,Primary or less,30-44,Other,1914
1915,1016,Men,Asphyxiation,Primary or less,45-69,Other,1915
1916,7551,Men,Firearm,High School or more,30-44,Street,1916
1917,20471,Men,Knife,High School or more,45-69,Home,1917
1918,1817,Men,Firearm,Middle school,45-69,Other,1918
1919,9348,Men,Firearm,High School or more,20-29,Street,1919
1920,25217,Women,Firearm,Primary or less,69 +,Other,1920
1921,15340,Women,Firearm,High School or more,0-19,Home,1921
1922,19091,Men,Firearm,Primary or less,69 +,Other,1922
1923,18953,Men,Firearm,Middle school,20-29,Other,1923
1924,4229,Men,Firearm,Primary or less,20-29,Street,1924
1925,27777,Men,Firearm,High School or more,30-44,Street,1925
1926,4475,Men,Knife,Middle school,30-44,Street,1926
1927,15449,Men,Asphyxiation,High School or more,20-29,Other,1927
1928,6132,Men,Firearm,High School or more,30-44,Street,1928
1929,6534,Men,Firearm,High School or more,20-29,Home,1929
1930,29908,Men,Knife,Primary or less,30-44,Other,1930
1931,27504,Men,Knife,Primary or less,69 +,Other,1931
1932,28377,Women,Non-specified means,High School or more,0-19,Street,1932
1933,28576,Men,Firearm,High School or more,0-19,Street,1933
1934,26560,Men,Firearm,High School or more,20-29,Other,1934
1935,4719,Men,Firearm,Primary or less,45-69,Street,1935
1936,27594,Men,Firearm,High School or more,0-19,Street,1936
1937,25599,Men,Firearm,High School or more,20-29,Home,1937
1938,16770,Men,Knife,High School or more,45-69,Street,1938
1939,25060,Men,Firearm,Middle school,45-69,Street,1939
1940,10252,Men,Firearm,High School or more,30-44,Home,1940
1941,4028,Men,Asphyxiation,High School or more,30-44,Home,1941
1942,11678,Men,Firearm,High School or more,30-44,Other,1942
1943,10836,Men,Firearm,Middle school,20-29,Street,1943
1944,25341,Men,Firearm,Primary or less,69 +,Street,1944
1945,30625,Men,Firearm,High School or more,30-44,Street,1945
1946,22191,Men,Firearm,High School or more,45-69,Street,1946
1947,3177,Men,Non-specified means,High School or more,20-29,Street,1947
1948,12698,Men,Firearm,High School or more,0-19,Other,1948
1949,6906,Men,Firearm,Primary or less,20-29,Street,1949
1950,9037,Men,Firearm,High School or more,30-44,Street,1950
1951,18451,Men,Firearm,Primary or less,45-69,Street,1951
1952,28847,Women,Firearm,High School or more,45-69,Other,1952
1953,23806,Women,Asphyxiation,High School or more,30-44,Street,1953
1954,29360,Women,Firearm,Primary or less,20-29,Street,1954
1955,7582,Men,Firearm,High School or more,30-44,Street,1955
1956,208,Men,Firearm,Primary or less,30-44,Street,1956
1957,4136,Men,Firearm,Middle school,30-44,Street,1957
1958,18018,Men,Knife,Primary or less,45-69,Street,1958
1959,16309,Men,Non-specified means,Middle school,20-29,Street,1959
1960,6226,Men,Firearm,High School or more,20-29,Street,1960
1961,27436,Men,Non-specified means,High School or more,45-69,Street,1961
1962,3627,Men,Knife,High School or more,30-44,Other,1962
1963,5885,Men,Asphyxiation,High School or more,20-29,Other,1963
1964,25856,Men,Firearm,High School or more,20-29,Street,1964
1965,13495,Men,Non-specified means,High School or more,45-69,Home,1965
1966,11841,Men,Firearm,High School or more,45-69,Other,1966
1967,13193,Men,Firearm,High School or more,20-29,Street,1967
1968,17351,Men,Non-specified means,Primary or less,30-44,Street,1968
1969,11973,Men,Firearm,High School or more,45-69,Other,1969
1970,27004,Men,Non-specified means,High School or more,45-69,Street,1970
1971,28853,Women,Firearm,Middle school,45-69,Home,1971
1972,20433,Men,Firearm,Primary or less,0-19,Street,1972
1973,8195,Men,Firearm,High School or more,20-29,Street,1973
1974,28998,Men,Non-specified means,High School or more,45-69,Street,1974
1975,25389,Men,Firearm,High School or more,0-19,Other,1975
1976,25788,Men,Firearm,High School or more,0-19,Other,1976
1977,31217,Men,Knife,Primary or less,69 +,Other,1977
1978,7038,Men,Firearm,Primary or less,0-19,Home,1978
1979,19821,Men,Knife,High School or more,30-44,Other,1979
1980,4917,Men,Firearm,High School or more,20-29,Street,1980
1981,25754,Men,Firearm,Primary or less,0-19,Other,1981
1982,8056,Women,Firearm,High School or more,30-44,Street,1982
1983,8717,Men,Knife,Primary or less,45-69,Street,1983
1984,24844,Men,Firearm,Middle school,0-19,Street,1984
1985,29674,Women,Firearm,High School or more,20-29,Street,1985
1986,12960,Men,Firearm,Middle school,45-69,Street,1986
1987,18380,Women,Firearm,Primary or less,45-69,Street,1987
1988,26811,Men,Firearm,High School or more,30-44,Street,1988
1989,30233,Women,Asphyxiation,Primary or less,20-29,Street,1989
1990,6032,Men,Firearm,Primary or less,45-69,Street,1990
1991,12405,Men,Firearm,High School or more,30-44,Street,1991
1992,14074,Men,Firearm,High School or more,45-69,Other,1992
1993,447,Men,Firearm,High School or more,45-69,Other,1993
1994,10753,Men,Firearm,Middle school,30-44,Street,1994
1995,23062,Men,Firearm,Primary or less,20-29,Home,1995
1996,21071,Men,Firearm,Primary or less,45-69,Other,1996
1997,21168,Men,Firearm,High School or more,20-29,Other,1997
1998,6113,Men,Firearm,High School or more,20-29,Street,1998
1999,20194,Men,Firearm,High School or more,45-69,Street,1999
2000,16007,Men,Firearm,High School or more,30-44,Street,2000
2001,16359,Men,Firearm,High School or more,30-44,Other,2001
2002,22255,Men,Firearm,Middle school,30-44,Street,2002
2003,26689,Men,Firearm,High School or more,45-69,Street,2003
2004,1689,Men,Non-specified means,Primary or less,45-69,Other,2004
2005,1537,Men,Firearm,Primary or less,30-44,Other,2005
2006,10783,Men,Firearm,Middle school,20-29,Home,2006
2007,24795,Men,Firearm,High School or more,30-44,Street,2007
2008,23361,Men,Knife,Primary or less,69 +,Home,2008
2009,18703,Men,Firearm,Middle school,20-29,Other,2009
2010,9586,Men,Firearm,Middle school,30-44,Street,2010
2011,27720,Men,Knife,Primary or less,45-69,Street,2011
2012,22744,Men,Knife,Primary or less,30-44,Street,2012
2013,22302,Women,Other,Middle school,0-19,Home,2013
2014,5991,Men,Firearm,High School or more,20-29,Street,2014
2015,15010,Men,Firearm,High School or more,45-69,Other,2015
2016,1233,Men,Firearm,High School or more,20-29,Other,2016
2017,27794,Men,Firearm,Middle school,69 +,Home,2017
2018,4586,Men,Firearm,High School or more,0-19,Home,2018
2019,7218,Men,Firearm,High School or more,20-29,Street,2019
2020,22966,Men,Firearm,Primary or less,20-29,Home,2020
2021,27446,Men,Firearm,High School or more,30-44,Street,2021
2022,13694,Men,Other,Primary or less,45-69,Other,2022
2023,20109,Men,Non-specified means,Primary or less,0-19,Street,2023
2024,16429,Men,Firearm,High School or more,45-69,Street,2024
2025,7964,Men,Firearm,High School or more,20-29,Other,2025
2026,8368,Men,Firearm,High School or more,0-19,Street,2026
2027,18815,Men,Firearm,Middle school,30-44,Street,2027
2028,4406,Men,Knife,High School or more,20-29,Street,2028
2029,19178,Men,Firearm,Middle school,45-69,Other,2029
2030,3786,Men,Firearm,High School or more,30-44,Street,2030
2031,4446,Men,Knife,Primary or less,45-69,Street,2031
2032,5947,Men,Firearm,High School or more,30-44,Other,2032
2033,15625,Men,Firearm,High School or more,30-44,Home,2033
2034,9823,Men,Firearm,High School or more,30-44,Street,2034
2035,17453,Men,Firearm,High School or more,20-29,Street,2035
2036,6902,Women,Non-specified means,Primary or less,0-19,Home,2036
2037,15369,Men,Other,Middle school,20-29,Street,2037
2038,13667,Men,Firearm,High School or more,30-44,Street,2038
2039,17763,Men,Knife,Primary or less,30-44,Other,2039
2040,12354,Men,Firearm,Primary or less,45-69,Street,2040
2041,16980,Men,Firearm,High School or more,20-29,Street,2041
2042,5302,Men,Firearm,High School or more,45-69,Street,2042
2043,29555,Men,Knife,Primary or less,69 +,Other,2043
2044,1382,Men,Firearm,Middle school,30-44,Street,2044
2045,27142,Women,Knife,High School or more,30-44,Other,2045
2046,24479,Men,Knife,Primary or less,45-69,Street,2046
2047,28918,Women,Firearm,Middle school,30-44,Home,2047
2048,23530,Men,Knife,High School or more,45-69,Other,2048
2049,17627,Men,Asphyxiation,Middle school,20-29,Street,2049
2050,451,Men,Firearm,Primary or less,30-44,Street,2050
2051,29008,Men,Firearm,High School or more,0-19,Street,2051
2052,14581,Men,Firearm,High School or more,30-44,Other,2052
2053,2848,Men,Firearm,Primary or less,30-44,Street,2053
2054,31882,Men,Knife,Primary or less,30-44,Street,2054
2055,30343,Men,Knife,High School or more,45-69,Street,2055
2056,4251,Men,Firearm,Primary or less,20-29,Street,2056
2057,20712,Men,Firearm,Middle school,20-29,Home,2057
2058,17130,Men,Other,Primary or less,69 +,Home,2058
2059,8927,Men,Firearm,High School or more,30-44,Street,2059
2060,16719,Men,Firearm,High School or more,45-69,Street,2060
2061,25254,Men,Firearm,High School or more,20-29,Street,2061
2062,17746,Men,Firearm,High School or more,30-44,Street,2062
2063,13673,Men,Firearm,Middle school,45-69,Street,2063
2064,30522,Men,Firearm,Middle school,45-69,Street,2064
